RCV_PROJECT,RECEIVER,ACTIVATION_DATE_TIME,STATION_NAME,DEPLOY_DATE_TIME,DEPLOY_LAT,DEPLOY_LONG,VALID_DATA_UNTIL_DATE_TIME,RECOVER_DATE_TIME,ACOUSTIC_RELEASE_NUMBER,SPECIES_PREFERENCES,ADDITIONAL_CLASSIFIER,AMPLIFIER_SENSIVITY,HYDROPHONE_SENSIVITY,RECORDING_NAME,HYDROPHONE_CABLE_LENGTH,SAMPLE_RATE,MOORING_TYPE,BATTERY_END_DATE,DOWNLOAD_DATE_TIME,COMMENTS
PAM Harbour porpoise Borssele 2019-2024,C-POD-1876,2021-10-07T12:56:00Z,MT1,2021-10-07T13:37:00Z,51.24055,2.50416,2021-12-13T16:59:00Z,2021-12-13T16:59:00Z,68205,NA,Na,Na,Na,Na,Na,Na,bottom-mooring,,,Na
